2017-01-06 01:27:52,848 - INFO - Initializing cpmlogger.
2017-01-06 01:27:52,848 - INFO - BOOTSTRAP, type = 1 , host_count = 4
2017-01-06 01:28:14,330 - INFO - ________________ ALL_TOPOLOGY_PRINT begin  : 'At start: Initializing topology'________
2017-01-06 01:28:14,680 - INFO - ________________ ALL_TOPOLOGY_PRINT begin  : 'At start: Initializing topology'________
2017-01-06 01:28:14,680 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (1,12, {'bw': 10, 'src_port': 1, 'dst_name': 'b1-eth2', 'weight': 0, 'src_name': 's2-eth1', 'dst_port': 2})
2017-01-06 01:30:41,372 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 01:30:41,372 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[12][1]['weight'] = 161.69725
2017-01-06 01:30:41,372 - DEBUG - CALC_NFM_WEIGHT, src_node = u'12' , dst_node = u'11', nfm_total_link_weight =  0
2017-01-06 01:30:41,372 - DEBUG - CALC_RPM_WEIGHT, src_node = u'12' , dst_node = u'11', total_rpm_weight =  174.76708333333337
2017-01-06 01:30:41,372 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 12, dst_node = 11
2017-01-06 01:30:41,373 - INFO - UPDATE_GRAPH , src_dpid = 12, dst_dpid = 11, weight = 174.76708333333337
2017-01-06 01:30:41,373 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 01:30:41,373 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[12][11]['weight'] = 174.76708333333337
2017-01-06 01:30:41,373 - DEBUG - CALC_NFM_WEIGHT, src_node = u'12' , dst_node = u'13', nfm_total_link_weight =  0
2017-01-06 01:30:41,375 - DEBUG - CALC_RPM_WEIGHT, src_node = u'12' , dst_node = u'13', total_rpm_weight =  176.16408333333334
2017-01-06 01:30:41,375 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 12, dst_node = 13
2017-01-06 01:30:41,375 - INFO - UPDATE_GRAPH , src_dpid = 12, dst_dpid = 13, weight = 176.16408333333334
2017-01-06 01:30:41,375 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 01:30:41,376 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[12][13]['weight'] = 176.16408333333334
2017-01-06 01:30:41,376 - DEBUG - CALC_NFM_WEIGHT, src_node = u'12' , dst_node = u'22', nfm_total_link_weight =  0
2017-01-06 01:30:41,376 - DEBUG - CALC_RPM_WEIGHT, src_node = u'12' , dst_node = u'22', total_rpm_weight =  170.42024999999998
2017-01-06 01:30:41,376 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 12, dst_node = 22
2017-01-06 01:30:41,376 - INFO - UPDATE_GRAPH , src_dpid = 12, dst_dpid = 22, weight = 170.42024999999998
2017-01-06 01:30:41,376 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 01:30:41,377 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[12][22]['weight'] = 170.42024999999998
2017-01-06 01:30:41,377 - DEBUG - CALC_NFM_WEIGHT, src_node = u'13' , dst_node = u'24', nfm_total_link_weight =  0
2017-01-06 01:30:41,377 - DEBUG - CALC_RPM_WEIGHT, src_node = u'13' , dst_node = u'24', total_rpm_weight =  131.48850000000002
2017-01-06 01:30:41,377 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 13, dst_node = 24
2017-01-06 01:30:41,377 - INFO - UPDATE_GRAPH , src_dpid = 13, dst_dpid = 24, weight = 131.48850000000002
2017-01-06 01:30:41,377 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 01:30:41,378 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[13][24]['weight'] = 131.48850000000002
2017-01-06 01:30:41,378 - DEBUG - CALC_NFM_WEIGHT, src_node = u'13' , dst_node = u'1', nfm_total_link_weight =  0
2017-01-06 01:30:41,378 - DEBUG - CALC_RPM_WEIGHT, src_node = u'13' , dst_node = u'1', total_rpm_weight =  162.50300000000001
2017-01-06 01:30:41,378 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 13, dst_node = 1
2017-01-06 01:30:41,378 - INFO - UPDATE_GRAPH , src_dpid = 13, dst_dpid = 1, weight = 162.50300000000001
2017-01-06 01:30:41,379 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 01:30:41,379 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[13][1]['weight'] = 162.50300000000001
2017-01-06 01:30:41,379 - DEBUG - CALC_NFM_WEIGHT, src_node = u'13' , dst_node = u'12', nfm_total_link_weight =  0
2017-01-06 01:30:41,379 - DEBUG - CALC_RPM_WEIGHT, src_node = u'13' , dst_node = u'12', total_rpm_weight =  176.16408333333334
2017-01-06 01:30:41,379 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 13, dst_node = 12
2017-01-06 01:30:41,380 - INFO - UPDATE_GRAPH , src_dpid = 13, dst_dpid = 12, weight = 176.16408333333334
2017-01-06 01:30:41,380 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 01:30:41,380 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[13][12]['weight'] = 176.16408333333334
2017-01-06 01:30:41,380 - DEBUG - CALC_NFM_WEIGHT, src_node = u'13' , dst_node = u'23', nfm_total_link_weight =  0
2017-01-06 01:30:41,380 - DEBUG - CALC_RPM_WEIGHT, src_node = u'13' , dst_node = u'23', total_rpm_weight =  173.48741666666666
2017-01-06 01:30:41,380 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 13, dst_node = 23
2017-01-06 01:30:41,381 - INFO - UPDATE_GRAPH , src_dpid = 13, dst_dpid = 23, weight = 173.48741666666666
2017-01-06 01:30:41,381 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 01:30:41,381 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[13][23]['weight'] = 173.48741666666666
2017-01-06 01:30:41,381 - DEBUG - CALC_NFM_WEIGHT, src_node = u'21' , dst_node = u'11', nfm_total_link_weight =  0
2017-01-06 01:30:41,381 - DEBUG - CALC_RPM_WEIGHT, src_node = u'21' , dst_node = u'11', total_rpm_weight =  173.29125000000002
2017-01-06 01:30:41,381 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 21, dst_node = 11
2017-01-06 01:30:41,382 - INFO - UPDATE_GRAPH , src_dpid = 21, dst_dpid = 11, weight = 173.29125000000002
2017-01-06 01:30:41,382 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 01:30:41,382 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[21][11]['weight'] = 173.29125000000002
2017-01-06 01:30:41,382 - DEBUG - CALC_NFM_WEIGHT, src_node = u'21' , dst_node = u'22', nfm_total_link_weight =  0
2017-01-06 01:30:41,382 - DEBUG - CALC_RPM_WEIGHT, src_node = u'21' , dst_node = u'22', total_rpm_weight =  168.94441666666668
2017-01-06 01:30:41,383 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 21, dst_node = 22
2017-01-06 01:30:41,383 - INFO - UPDATE_GRAPH , src_dpid = 21, dst_dpid = 22, weight = 168.94441666666668
2017-01-06 01:30:41,383 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 01:30:41,384 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[21][22]['weight'] = 168.94441666666668
2017-01-06 01:30:41,384 - DEBUG - CALC_NFM_WEIGHT, src_node = u'22' , dst_node = u'11', nfm_total_link_weight =  0
2017-01-06 01:30:41,384 - DEBUG - CALC_RPM_WEIGHT, src_node = u'22' , dst_node = u'11', total_rpm_weight =  169.82900000000004
2017-01-06 01:30:41,384 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 22, dst_node = 11
2017-01-06 01:30:41,384 - INFO - UPDATE_GRAPH , src_dpid = 22, dst_dpid = 11, weight = 169.82900000000004
2017-01-06 01:30:41,385 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 01:30:41,385 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[22][11]['weight'] = 169.82900000000004
2017-01-06 01:30:41,385 - DEBUG - CALC_NFM_WEIGHT, src_node = u'22' , dst_node = u'12', nfm_total_link_weight =  0
2017-01-06 01:30:41,385 - DEBUG - CALC_RPM_WEIGHT, src_node = u'22' , dst_node = u'12', total_rpm_weight =  170.42024999999998
2017-01-06 01:30:41,385 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 22, dst_node = 12
2017-01-06 01:30:41,385 - INFO - UPDATE_GRAPH , src_dpid = 22, dst_dpid = 12, weight = 170.42024999999998
2017-01-06 01:30:41,386 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 01:30:41,386 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[22][12]['weight'] = 170.42024999999998
2017-01-06 01:30:41,386 - DEBUG - CALC_NFM_WEIGHT, src_node = u'22' , dst_node = u'21', nfm_total_link_weight =  0
2017-01-06 01:30:41,386 - DEBUG - CALC_RPM_WEIGHT, src_node = u'22' , dst_node = u'21', total_rpm_weight =  168.94441666666668
2017-01-06 01:30:41,386 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 22, dst_node = 21
2017-01-06 01:30:41,386 - INFO - UPDATE_GRAPH , src_dpid = 22, dst_dpid = 21, weight = 168.94441666666668
2017-01-06 01:30:41,386 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 01:30:41,387 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[22][21]['weight'] = 168.94441666666668
2017-01-06 01:30:41,387 - DEBUG - CALC_NFM_WEIGHT, src_node = u'22' , dst_node = u'23', nfm_total_link_weight =  0
2017-01-06 01:30:41,387 - DEBUG - CALC_RPM_WEIGHT, src_node = u'22' , dst_node = u'23', total_rpm_weight =  167.74358333333333
2017-01-06 01:30:41,387 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 22, dst_node = 23
2017-01-06 01:30:41,387 - INFO - UPDATE_GRAPH , src_dpid = 22, dst_dpid = 23, weight = 167.74358333333333
2017-01-06 01:30:41,388 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 01:30:41,388 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[22][23]['weight'] = 167.74358333333333
2017-01-06 01:30:41,388 - DEBUG - CALC_NFM_WEIGHT, src_node = u'23' , dst_node = u'24', nfm_total_link_weight =  0
2017-01-06 01:30:41,388 - DEBUG - CALC_RPM_WEIGHT, src_node = u'23' , dst_node = u'24', total_rpm_weight =  128.00608333333335
2017-01-06 01:30:41,388 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 23, dst_node = 24
2017-01-06 01:30:41,388 - INFO - UPDATE_GRAPH , src_dpid = 23, dst_dpid = 24, weight = 128.00608333333335
2017-01-06 01:30:41,389 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 01:30:41,389 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[23][24]['weight'] = 128.00608333333335
2017-01-06 01:30:41,389 - DEBUG - CALC_NFM_WEIGHT, src_node = u'23' , dst_node = u'13', nfm_total_link_weight =  0
2017-01-06 01:30:41,389 - DEBUG - CALC_RPM_WEIGHT, src_node = u'23' , dst_node = u'13', total_rpm_weight =  173.48741666666666
2017-01-06 01:30:41,389 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 23, dst_node = 13
2017-01-06 01:30:41,389 - INFO - UPDATE_GRAPH , src_dpid = 23, dst_dpid = 13, weight = 173.48741666666666
2017-01-06 01:30:41,390 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 01:30:41,390 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[23][13]['weight'] = 173.48741666666666
2017-01-06 01:30:41,397 - DEBUG - CALC_NFM_WEIGHT, src_node = u'23' , dst_node = u'22', nfm_total_link_weight =  0
2017-01-06 01:30:41,398 - DEBUG - CALC_RPM_WEIGHT, src_node = u'23' , dst_node = u'22', total_rpm_weight =  167.74358333333333
2017-01-06 01:30:41,398 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 23, dst_node = 22
2017-01-06 01:30:41,398 - INFO - UPDATE_GRAPH , src_dpid = 23, dst_dpid = 22, weight = 167.74358333333333
2017-01-06 01:30:41,399 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 01:30:41,399 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[23][22]['weight'] = 167.74358333333333
2017-01-06 01:30:41,399 - DEBUG - CALC_NFM_WEIGHT, src_node = u'24' , dst_node = u'12', nfm_total_link_weight =  0
2017-01-06 01:30:41,399 - DEBUG - CALC_RPM_WEIGHT, src_node = u'24' , dst_node = u'12', total_rpm_weight =  130.68275
2017-01-06 01:30:41,400 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 24, dst_node = 12
2017-01-06 01:30:41,400 - INFO - UPDATE_GRAPH , src_dpid = 24, dst_dpid = 12, weight = 130.68275
2017-01-06 01:30:41,400 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 01:30:41,400 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[24][12]['weight'] = 130.68275
2017-01-06 01:30:41,400 - DEBUG - CALC_NFM_WEIGHT, src_node = u'24' , dst_node = u'13', nfm_total_link_weight =  0
2017-01-06 01:30:41,400 - DEBUG - CALC_RPM_WEIGHT, src_node = u'24' , dst_node = u'13', total_rpm_weight =  131.48850000000002
2017-01-06 01:30:41,401 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 24, dst_node = 13
2017-01-06 01:30:41,401 - INFO - UPDATE_GRAPH , src_dpid = 24, dst_dpid = 13, weight = 131.48850000000002
2017-01-06 01:30:41,401 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 01:30:41,401 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[24][13]['weight'] = 131.48850000000002
2017-01-06 01:30:41,401 - DEBUG - CALC_NFM_WEIGHT, src_node = u'24' , dst_node = u'23', nfm_total_link_weight =  0
2017-01-06 01:30:41,401 - DEBUG - CALC_RPM_WEIGHT, src_node = u'24' , dst_node = u'23', total_rpm_weight =  128.00608333333335
2017-01-06 01:30:41,402 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 24, dst_node = 23
2017-01-06 01:30:41,402 - INFO - UPDATE_GRAPH , src_dpid = 24, dst_dpid = 23, weight = 128.00608333333335
2017-01-06 01:30:41,402 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 01:30:41,402 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[24][23]['weight'] = 128.00608333333335
2017-01-06 01:30:41,402 - INFO - ________________ ALL_TOPOLOGY_PRINT begin  : 'After WEIGHT_ADDED_TO_TOPOLOGY'________
2017-01-06 01:30:41,402 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (1,11, {'src_port': 1, 'dst_name': 'b1-eth1', 'weight': 161.10600000000002, 'bw': 10, 'dst_port': 1, 'src_name': 's1-eth1'})
2017-01-06 01:30:41,402 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (1,12, {'src_port': 2, 'dst_name': 's2-eth1', 'weight': 161.69725, 'bw': 10, 'dst_port': 1, 'src_name': 'b1-eth2'})
2017-01-06 01:30:41,403 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (1,13, {'src_port': 3, 'dst_name': 's3-eth1', 'weight': 162.50300000000001, 'bw': 10, 'dst_port': 1, 'src_name': 'b1-eth3'})
2017-01-06 01:30:41,403 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (11,1, {'src_port': 1, 'dst_name': 'b1-eth1', 'weight': 161.10600000000002, 'bw': 10, 'dst_port': 1, 'src_name': 's1-eth1'})
2017-01-06 01:30:41,403 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (11,12, {'src_port': 2, 'dst_name': 's2-eth2', 'weight': 174.76708333333337, 'bw': 10, 'dst_port': 2, 'src_name': 's1-eth2'})
2017-01-06 01:30:41,403 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (11,21, {'src_port': 3, 'dst_name': 'l1-eth1', 'weight': 173.29125000000002, 'bw': 10, 'dst_port': 1, 'src_name': 's1-eth3'})
2017-01-06 01:30:41,403 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (11,22, {'src_port': 4, 'dst_name': 'l2-eth1', 'weight': 169.82900000000004, 'bw': 10, 'dst_port': 1, 'src_name': 's1-eth4'})
2017-01-06 01:30:41,403 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (12,24, {'src_port': 5, 'dst_name': 'l4-eth1', 'weight': 130.68275, 'bw': 10, 'dst_port': 1, 'src_name': 's2-eth5'})
2017-01-06 01:30:41,403 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (12,1, {'src_port': 1, 'dst_name': 'b1-eth2', 'weight': 161.69725, 'bw': 10, 'dst_port': 2, 'src_name': 's2-eth1'})
2017-01-06 01:30:41,404 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (12,11, {'src_port': 2, 'dst_name': 's2-eth2', 'weight': 174.76708333333337, 'bw': 10, 'dst_port': 2, 'src_name': 's1-eth2'})
2017-01-06 01:30:41,404 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (12,13, {'src_port': 3, 'dst_name': 's3-eth2', 'weight': 176.16408333333334, 'bw': 10, 'dst_port': 2, 'src_name': 's2-eth3'})
2017-01-06 01:30:41,404 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (12,22, {'src_port': 4, 'dst_name': 'l2-eth2', 'weight': 170.42024999999998, 'bw': 10, 'dst_port': 2, 'src_name': 's2-eth4'})
2017-01-06 01:30:41,404 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (13,24, {'src_port': 4, 'dst_name': 'l4-eth2', 'weight': 131.48850000000002, 'bw': 10, 'dst_port': 2, 'src_name': 's3-eth4'})
2017-01-06 01:30:41,404 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (13,1, {'src_port': 1, 'dst_name': 'b1-eth3', 'weight': 162.50300000000001, 'bw': 10, 'dst_port': 3, 'src_name': 's3-eth1'})
2017-01-06 01:30:41,404 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (13,12, {'src_port': 2, 'dst_name': 's2-eth3', 'weight': 176.16408333333334, 'bw': 10, 'dst_port': 3, 'src_name': 's3-eth2'})
2017-01-06 01:30:41,404 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (13,23, {'src_port': 3, 'dst_name': 'l3-eth1', 'weight': 173.48741666666666, 'bw': 10, 'dst_port': 1, 'src_name': 's3-eth3'})
2017-01-06 01:30:41,405 - DEBUG - WEIGHTED_TOPOLOGY FINAL: ('00:00:00:00:02:01',23, {'end_host': True, 'src_port': 4, 'weight': 0, 'ip': '10.2.0.1', 'bw': 10, 'dst_port': 4, 'src_dpid': '00:00:00:00:02:01', 'dst_dpid': 23})
2017-01-06 01:30:41,405 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (21,'00:00:00:00:01:01', {'end_host': True, 'bw': 10, 'src_port': 3, 'dst_port': 3, 'weight': 0, 'src_dpid': 21, 'dst_dpid': '00:00:00:00:01:01'})
2017-01-06 01:30:41,405 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (21,'00:00:00:00:01:02', {'end_host': True, 'bw': 10, 'src_port': 4, 'dst_port': 4, 'weight': 0, 'src_dpid': 21, 'dst_dpid': '00:00:00:00:01:02'})
2017-01-06 01:30:41,405 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (21,11, {'src_port': 3, 'dst_name': 'l1-eth1', 'weight': 173.29125000000002, 'bw': 10, 'dst_port': 1, 'src_name': 's1-eth3'})
2017-01-06 01:30:41,405 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (21,22, {'src_port': 2, 'dst_name': 'l2-eth3', 'weight': 168.94441666666668, 'bw': 10, 'dst_port': 3, 'src_name': 'l1-eth2'})
2017-01-06 01:30:41,405 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (22,11, {'src_port': 4, 'dst_name': 'l2-eth1', 'weight': 169.82900000000004, 'bw': 10, 'dst_port': 1, 'src_name': 's1-eth4'})
2017-01-06 01:30:41,405 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (22,12, {'src_port': 2, 'dst_name': 's2-eth4', 'weight': 170.42024999999998, 'bw': 10, 'dst_port': 4, 'src_name': 'l2-eth2'})
2017-01-06 01:30:41,406 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (22,21, {'src_port': 3, 'dst_name': 'l1-eth2', 'weight': 168.94441666666668, 'bw': 10, 'dst_port': 2, 'src_name': 'l2-eth3'})
2017-01-06 01:30:41,406 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (22,23, {'src_port': 4, 'dst_name': 'l3-eth2', 'weight': 167.74358333333333, 'bw': 10, 'dst_port': 2, 'src_name': 'l2-eth4'})
2017-01-06 01:30:41,406 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (23,24, {'src_port': 3, 'dst_name': 'l4-eth3', 'weight': 128.00608333333335, 'bw': 10, 'dst_port': 3, 'src_name': 'l3-eth3'})
2017-01-06 01:30:41,406 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (23,'00:00:00:00:02:01', {'end_host': True, 'bw': 10, 'src_port': 4, 'dst_port': 4, 'weight': 0, 'src_dpid': 23, 'dst_dpid': '00:00:00:00:02:01'})
2017-01-06 01:30:41,406 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (23,13, {'src_port': 1, 'dst_name': 's3-eth3', 'weight': 173.48741666666666, 'bw': 10, 'dst_port': 3, 'src_name': 'l3-eth1'})
2017-01-06 01:30:41,406 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (23,22, {'src_port': 2, 'dst_name': 'l2-eth4', 'weight': 167.74358333333333, 'bw': 10, 'dst_port': 4, 'src_name': 'l3-eth2'})
2017-01-06 01:30:41,406 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (23,'00:00:00:00:02:02', {'end_host': True, 'bw': 10, 'src_port': 5, 'dst_port': 5, 'weight': 0, 'src_dpid': 23, 'dst_dpid': '00:00:00:00:02:02'})
2017-01-06 01:30:41,407 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (24,12, {'src_port': 1, 'dst_name': 's2-eth5', 'weight': 130.68275, 'bw': 10, 'dst_port': 5, 'src_name': 'l4-eth1'})
2017-01-06 01:30:41,407 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (24,13, {'src_port': 2, 'dst_name': 's3-eth4', 'weight': 131.48850000000002, 'bw': 10, 'dst_port': 4, 'src_name': 'l4-eth2'})
2017-01-06 01:30:41,407 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (24,23, {'src_port': 3, 'dst_name': 'l3-eth3', 'weight': 128.00608333333335, 'bw': 10, 'dst_port': 3, 'src_name': 'l4-eth3'})
2017-01-06 01:30:41,407 - DEBUG - WEIGHTED_TOPOLOGY FINAL: ('00:00:00:00:01:01',21, {'end_host': True, 'src_port': 3, 'weight': 0, 'ip': '10.1.0.1', 'bw': 10, 'dst_port': 3, 'src_dpid': '00:00:00:00:01:01', 'dst_dpid': 21})
2017-01-06 01:30:41,407 - DEBUG - WEIGHTED_TOPOLOGY FINAL: ('00:00:00:00:01:02',21, {'end_host': True, 'src_port': 4, 'weight': 0, 'ip': '10.1.0.2', 'bw': 10, 'dst_port': 4, 'src_dpid': '00:00:00:00:01:02', 'dst_dpid': 21})
2017-01-06 01:30:41,407 - DEBUG - WEIGHTED_TOPOLOGY FINAL: ('00:00:00:00:02:02',23, {'end_host': True, 'src_port': 5, 'weight': 0, 'ip': '10.2.0.2', 'bw': 10, 'dst_port': 5, 'src_dpid': '00:00:00:00:02:02', 'dst_dpid': 23})
2017-01-06 01:30:41,408 - DEBUG - WEIGHTED_ROUTING disabled
2017-01-06 01:30:51,339 - DEBUG - FETCH_ALL_METRICS : About to fetch remote metrics, time_of_last_fetch = 1483666251339
2017-01-06 01:30:51,344 - DEBUG - FETCH_NFM_METRICS: -----> EMPTY - nfm_metrics_data  = [[u'link_utilization', {}], [u'packet_dropped', {}]] 
2017-01-06 01:30:51,344 - ERROR - FETCH_NFM_METRICS : Empty NFM data read, key value, either or both of link_util or packet_drop is empty. DM,DB running but blank data served.
2017-01-06 01:30:51,344 - ERROR - FETCH_NFM_METRICS : nfm_metrics_data = [[u'link_utilization', {}], [u'packet_dropped', {}]]
2017-01-06 01:30:51,344 - DEBUG - FETCH_NFM_METRICS: HTTP GET RESULT - nfm_metrics_data  = False 
2017-01-06 01:30:51,348 - DEBUG - FETCH_RPM_METRICS: -----> EMPTY - rpm_metrics_data  = [[u'latencies', {u'11': {u'25th_latency': 172.85555555555555, u'75th_latency': 331.46666666666664, u'median_latency': 269.8111111111111}, u'24': {u'25th_latency': 81.57777777777778, u'75th_latency': 180.09444444444443, u'median_latency': 127.97777777777777}, u'13': {u'25th_latency': 206.7111111111111, u'75th_latency': 326.73333333333335, u'median_latency': 273.7888888888889}, u'12': {u'25th_latency': 186.53333333333333, u'75th_latency': 342.6555555555555, u'median_latency': 269.7}, u'21': {u'25th_latency': 211.29444444444445, u'75th_latency': 332.76666666666665, u'median_latency': 264.8666666666667}, u'22': {u'25th_latency': 172.60555555555555, u'75th_latency': 320.66666666666663, u'median_latency': 260.7111111111111}, u'23': {u'25th_latency': 167.55, u'75th_latency': 331.25555555555553, u'median_latency': 264.43333333333334}, u'1': {u'25th_latency': 146.32777777777775, u'75th_latency': 275.1333333333333, u'median_latency': 230.01111111111112}}]] 
