2017-01-06 01:07:22,421 - INFO - Initializing cpmlogger.
2017-01-06 01:07:22,421 - INFO - BOOTSTRAP, type = 1 , host_count = 4
2017-01-06 01:07:57,870 - INFO - ________________ ALL_TOPOLOGY_PRINT begin  : 'At start: Initializing topology'________
2017-01-06 01:07:57,876 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (11,22, {'bw': 10, 'src_port': 4, 'dst_name': 'l2-eth1', 'weight': 0, 'src_name': 's1-eth4', 'dst_port': 1})
2017-01-06 01:09:06,699 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 11, dst_node = 21
2017-01-06 01:09:06,699 - INFO - UPDATE_GRAPH , src_dpid = 11, dst_dpid = 21, weight = 401.91616666666675
2017-01-06 01:09:06,700 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 01:09:06,703 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[11][21]['weight'] = 401.91616666666675
2017-01-06 01:09:06,704 - DEBUG - CALC_NFM_WEIGHT, src_node = u'11' , dst_node = u'22', nfm_total_link_weight =  0
2017-01-06 01:09:06,704 - DEBUG - CALC_RPM_WEIGHT, src_node = u'11' , dst_node = u'22', total_rpm_weight =  393.5919166666667
2017-01-06 01:09:06,704 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 11, dst_node = 22
2017-01-06 01:09:06,704 - INFO - UPDATE_GRAPH , src_dpid = 11, dst_dpid = 22, weight = 393.5919166666667
2017-01-06 01:09:06,704 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 01:09:06,705 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[11][22]['weight'] = 393.5919166666667
2017-01-06 01:09:06,705 - DEBUG - CALC_NFM_WEIGHT, src_node = u'12' , dst_node = u'24', nfm_total_link_weight =  0
2017-01-06 01:09:06,705 - DEBUG - CALC_RPM_WEIGHT, src_node = u'12' , dst_node = u'24', total_rpm_weight =  340.6305833333334
2017-01-06 01:09:06,705 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 12, dst_node = 24
2017-01-06 01:09:06,706 - INFO - UPDATE_GRAPH , src_dpid = 12, dst_dpid = 24, weight = 340.6305833333334
2017-01-06 01:09:06,706 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 01:09:06,711 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[12][24]['weight'] = 340.6305833333334
2017-01-06 01:09:06,711 - DEBUG - CALC_NFM_WEIGHT, src_node = u'12' , dst_node = u'11', nfm_total_link_weight =  0
2017-01-06 01:09:06,712 - DEBUG - CALC_RPM_WEIGHT, src_node = u'12' , dst_node = u'11', total_rpm_weight =  360.0501666666667
2017-01-06 01:09:06,712 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 12, dst_node = 11
2017-01-06 01:09:06,712 - INFO - UPDATE_GRAPH , src_dpid = 12, dst_dpid = 11, weight = 360.0501666666667
2017-01-06 01:09:06,712 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 01:09:06,713 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[12][11]['weight'] = 360.0501666666667
2017-01-06 01:09:06,713 - DEBUG - CALC_NFM_WEIGHT, src_node = u'12' , dst_node = u'13', nfm_total_link_weight =  0
2017-01-06 01:09:06,713 - DEBUG - CALC_RPM_WEIGHT, src_node = u'12' , dst_node = u'13', total_rpm_weight =  399.949
2017-01-06 01:09:06,713 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 12, dst_node = 13
2017-01-06 01:09:06,713 - INFO - UPDATE_GRAPH , src_dpid = 12, dst_dpid = 13, weight = 399.949
2017-01-06 01:09:06,714 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 01:09:06,714 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[12][13]['weight'] = 399.949
2017-01-06 01:09:06,714 - DEBUG - CALC_NFM_WEIGHT, src_node = u'12' , dst_node = u'22', nfm_total_link_weight =  0
2017-01-06 01:09:06,714 - DEBUG - CALC_RPM_WEIGHT, src_node = u'12' , dst_node = u'22', total_rpm_weight =  428.84325000000007
2017-01-06 01:09:06,714 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 12, dst_node = 22
2017-01-06 01:09:06,715 - INFO - UPDATE_GRAPH , src_dpid = 12, dst_dpid = 22, weight = 428.84325000000007
2017-01-06 01:09:06,715 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 01:09:06,715 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[12][22]['weight'] = 428.84325000000007
2017-01-06 01:09:06,715 - DEBUG - CALC_NFM_WEIGHT, src_node = u'13' , dst_node = u'24', nfm_total_link_weight =  0
2017-01-06 01:09:06,716 - DEBUG - CALC_RPM_WEIGHT, src_node = u'13' , dst_node = u'24', total_rpm_weight =  345.2780833333334
2017-01-06 01:09:06,716 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 13, dst_node = 24
2017-01-06 01:09:06,717 - INFO - UPDATE_GRAPH , src_dpid = 13, dst_dpid = 24, weight = 345.2780833333334
2017-01-06 01:09:06,718 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 01:09:06,718 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[13][24]['weight'] = 345.2780833333334
2017-01-06 01:09:06,719 - DEBUG - CALC_NFM_WEIGHT, src_node = u'13' , dst_node = u'1', nfm_total_link_weight =  0
2017-01-06 01:09:06,722 - DEBUG - CALC_RPM_WEIGHT, src_node = u'13' , dst_node = u'1', total_rpm_weight =  320.5143333333334
2017-01-06 01:09:06,722 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 13, dst_node = 1
2017-01-06 01:09:06,723 - INFO - UPDATE_GRAPH , src_dpid = 13, dst_dpid = 1, weight = 320.5143333333334
2017-01-06 01:09:06,741 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 01:09:06,742 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[13][1]['weight'] = 320.5143333333334
2017-01-06 01:09:06,743 - DEBUG - CALC_NFM_WEIGHT, src_node = u'13' , dst_node = u'12', nfm_total_link_weight =  0
2017-01-06 01:09:06,744 - DEBUG - CALC_RPM_WEIGHT, src_node = u'13' , dst_node = u'12', total_rpm_weight =  399.949
2017-01-06 01:09:06,745 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 13, dst_node = 12
2017-01-06 01:09:06,746 - INFO - UPDATE_GRAPH , src_dpid = 13, dst_dpid = 12, weight = 399.949
2017-01-06 01:09:06,746 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 01:09:06,747 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[13][12]['weight'] = 399.949
2017-01-06 01:09:06,747 - DEBUG - CALC_NFM_WEIGHT, src_node = u'13' , dst_node = u'23', nfm_total_link_weight =  0
2017-01-06 01:09:06,749 - DEBUG - CALC_RPM_WEIGHT, src_node = u'13' , dst_node = u'23', total_rpm_weight =  417.4380833333334
2017-01-06 01:09:06,749 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 13, dst_node = 23
2017-01-06 01:09:06,750 - INFO - UPDATE_GRAPH , src_dpid = 13, dst_dpid = 23, weight = 417.4380833333334
2017-01-06 01:09:06,750 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 01:09:06,751 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[13][23]['weight'] = 417.4380833333334
2017-01-06 01:09:06,751 - DEBUG - CALC_NFM_WEIGHT, src_node = u'21' , dst_node = u'11', nfm_total_link_weight =  0
2017-01-06 01:09:06,753 - DEBUG - CALC_RPM_WEIGHT, src_node = u'21' , dst_node = u'11', total_rpm_weight =  401.91616666666675
2017-01-06 01:09:06,753 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 21, dst_node = 11
2017-01-06 01:09:06,754 - INFO - UPDATE_GRAPH , src_dpid = 21, dst_dpid = 11, weight = 401.91616666666675
2017-01-06 01:09:06,754 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 01:09:06,762 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[21][11]['weight'] = 401.91616666666675
2017-01-06 01:09:06,762 - DEBUG - CALC_NFM_WEIGHT, src_node = u'21' , dst_node = u'22', nfm_total_link_weight =  0
2017-01-06 01:09:06,763 - DEBUG - CALC_RPM_WEIGHT, src_node = u'21' , dst_node = u'22', total_rpm_weight =  470.7092500000001
2017-01-06 01:09:06,763 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 21, dst_node = 22
2017-01-06 01:09:06,764 - INFO - UPDATE_GRAPH , src_dpid = 21, dst_dpid = 22, weight = 470.7092500000001
2017-01-06 01:09:06,766 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 01:09:06,767 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[21][22]['weight'] = 470.7092500000001
2017-01-06 01:09:06,767 - DEBUG - CALC_NFM_WEIGHT, src_node = u'22' , dst_node = u'11', nfm_total_link_weight =  0
2017-01-06 01:09:06,769 - DEBUG - CALC_RPM_WEIGHT, src_node = u'22' , dst_node = u'11', total_rpm_weight =  393.5919166666667
2017-01-06 01:09:06,771 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 22, dst_node = 11
2017-01-06 01:09:06,772 - INFO - UPDATE_GRAPH , src_dpid = 22, dst_dpid = 11, weight = 393.5919166666667
2017-01-06 01:09:06,773 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 01:09:06,773 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[22][11]['weight'] = 393.5919166666667
2017-01-06 01:09:06,775 - DEBUG - CALC_NFM_WEIGHT, src_node = u'22' , dst_node = u'12', nfm_total_link_weight =  0
2017-01-06 01:09:06,786 - DEBUG - CALC_RPM_WEIGHT, src_node = u'22' , dst_node = u'12', total_rpm_weight =  428.84325000000007
2017-01-06 01:09:06,787 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 22, dst_node = 12
2017-01-06 01:09:06,788 - INFO - UPDATE_GRAPH , src_dpid = 22, dst_dpid = 12, weight = 428.84325000000007
2017-01-06 01:09:06,788 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 01:09:06,789 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[22][12]['weight'] = 428.84325000000007
2017-01-06 01:09:06,789 - DEBUG - CALC_NFM_WEIGHT, src_node = u'22' , dst_node = u'21', nfm_total_link_weight =  0
2017-01-06 01:09:06,794 - DEBUG - CALC_RPM_WEIGHT, src_node = u'22' , dst_node = u'21', total_rpm_weight =  470.7092500000001
2017-01-06 01:09:06,796 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 22, dst_node = 21
2017-01-06 01:09:06,796 - INFO - UPDATE_GRAPH , src_dpid = 22, dst_dpid = 21, weight = 470.7092500000001
2017-01-06 01:09:06,797 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 01:09:06,798 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[22][21]['weight'] = 470.7092500000001
2017-01-06 01:09:06,799 - DEBUG - CALC_NFM_WEIGHT, src_node = u'22' , dst_node = u'23', nfm_total_link_weight =  0
2017-01-06 01:09:06,800 - DEBUG - CALC_RPM_WEIGHT, src_node = u'22' , dst_node = u'23', total_rpm_weight =  446.3323333333334
2017-01-06 01:09:06,801 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 22, dst_node = 23
2017-01-06 01:09:06,801 - INFO - UPDATE_GRAPH , src_dpid = 22, dst_dpid = 23, weight = 446.3323333333334
2017-01-06 01:09:06,802 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 01:09:06,802 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[22][23]['weight'] = 446.3323333333334
2017-01-06 01:09:06,803 - DEBUG - CALC_NFM_WEIGHT, src_node = u'23' , dst_node = u'24', nfm_total_link_weight =  0
2017-01-06 01:09:06,805 - DEBUG - CALC_RPM_WEIGHT, src_node = u'23' , dst_node = u'24', total_rpm_weight =  358.1196666666667
2017-01-06 01:09:06,805 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 23, dst_node = 24
2017-01-06 01:09:06,817 - INFO - UPDATE_GRAPH , src_dpid = 23, dst_dpid = 24, weight = 358.1196666666667
2017-01-06 01:09:06,817 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 01:09:06,817 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[23][24]['weight'] = 358.1196666666667
2017-01-06 01:09:06,817 - DEBUG - CALC_NFM_WEIGHT, src_node = u'23' , dst_node = u'13', nfm_total_link_weight =  0
2017-01-06 01:09:06,818 - DEBUG - CALC_RPM_WEIGHT, src_node = u'23' , dst_node = u'13', total_rpm_weight =  417.4380833333334
2017-01-06 01:09:06,819 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 23, dst_node = 13
2017-01-06 01:09:06,821 - INFO - UPDATE_GRAPH , src_dpid = 23, dst_dpid = 13, weight = 417.4380833333334
2017-01-06 01:09:06,821 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 01:09:06,821 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[23][13]['weight'] = 417.4380833333334
2017-01-06 01:09:06,822 - DEBUG - CALC_NFM_WEIGHT, src_node = u'23' , dst_node = u'22', nfm_total_link_weight =  0
2017-01-06 01:09:06,822 - DEBUG - CALC_RPM_WEIGHT, src_node = u'23' , dst_node = u'22', total_rpm_weight =  446.3323333333334
2017-01-06 01:09:06,831 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 23, dst_node = 22
2017-01-06 01:09:06,832 - INFO - UPDATE_GRAPH , src_dpid = 23, dst_dpid = 22, weight = 446.3323333333334
2017-01-06 01:09:06,832 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 01:09:06,833 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[23][22]['weight'] = 446.3323333333334
2017-01-06 01:09:06,833 - DEBUG - CALC_NFM_WEIGHT, src_node = u'24' , dst_node = u'12', nfm_total_link_weight =  0
2017-01-06 01:09:06,833 - DEBUG - CALC_RPM_WEIGHT, src_node = u'24' , dst_node = u'12', total_rpm_weight =  340.6305833333334
2017-01-06 01:09:06,833 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 24, dst_node = 12
2017-01-06 01:09:06,833 - INFO - UPDATE_GRAPH , src_dpid = 24, dst_dpid = 12, weight = 340.6305833333334
2017-01-06 01:09:06,833 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 01:09:06,834 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[24][12]['weight'] = 340.6305833333334
2017-01-06 01:09:06,834 - DEBUG - CALC_NFM_WEIGHT, src_node = u'24' , dst_node = u'13', nfm_total_link_weight =  0
2017-01-06 01:09:06,834 - DEBUG - CALC_RPM_WEIGHT, src_node = u'24' , dst_node = u'13', total_rpm_weight =  345.2780833333334
2017-01-06 01:09:06,834 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 24, dst_node = 13
2017-01-06 01:09:06,834 - INFO - UPDATE_GRAPH , src_dpid = 24, dst_dpid = 13, weight = 345.2780833333334
2017-01-06 01:09:06,844 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 01:09:06,845 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[24][13]['weight'] = 345.2780833333334
2017-01-06 01:09:06,847 - DEBUG - CALC_NFM_WEIGHT, src_node = u'24' , dst_node = u'23', nfm_total_link_weight =  0
2017-01-06 01:09:06,849 - DEBUG - CALC_RPM_WEIGHT, src_node = u'24' , dst_node = u'23', total_rpm_weight =  358.1196666666667
2017-01-06 01:09:06,850 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 24, dst_node = 23
2017-01-06 01:09:06,852 - INFO - UPDATE_GRAPH , src_dpid = 24, dst_dpid = 23, weight = 358.1196666666667
2017-01-06 01:09:06,883 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 01:09:06,884 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[24][23]['weight'] = 358.1196666666667
2017-01-06 01:09:06,887 - INFO - ________________ ALL_TOPOLOGY_PRINT begin  : 'After WEIGHT_ADDED_TO_TOPOLOGY'________
2017-01-06 01:09:06,888 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (1,11, {'src_port': 1, 'dst_name': 's1-eth1', 'weight': 280.6155, 'bw': 10, 'dst_port': 1, 'src_name': 'b1-eth1'})
2017-01-06 01:09:06,889 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (1,13, {'src_port': 3, 'dst_name': 's3-eth1', 'weight': 320.5143333333334, 'bw': 10, 'dst_port': 1, 'src_name': 'b1-eth3'})
2017-01-06 01:09:06,889 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (11,1, {'src_port': 1, 'dst_name': 's1-eth1', 'weight': 280.6155, 'bw': 10, 'dst_port': 1, 'src_name': 'b1-eth1'})
2017-01-06 01:09:06,920 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (11,12, {'src_port': 2, 'dst_name': 's1-eth2', 'weight': 360.0501666666667, 'bw': 10, 'dst_port': 2, 'src_name': 's2-eth2'})
2017-01-06 01:09:06,921 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (11,21, {'src_port': 3, 'dst_name': 'l1-eth1', 'weight': 401.91616666666675, 'bw': 10, 'dst_port': 1, 'src_name': 's1-eth3'})
2017-01-06 01:09:06,921 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (11,22, {'src_port': 4, 'dst_name': 'l2-eth1', 'weight': 393.5919166666667, 'bw': 10, 'dst_port': 1, 'src_name': 's1-eth4'})
2017-01-06 01:09:06,922 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (12,24, {'src_port': 5, 'dst_name': 'l4-eth1', 'weight': 340.6305833333334, 'bw': 10, 'dst_port': 1, 'src_name': 's2-eth5'})
2017-01-06 01:09:06,922 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (12,11, {'src_port': 2, 'dst_name': 's1-eth2', 'weight': 360.0501666666667, 'bw': 10, 'dst_port': 2, 'src_name': 's2-eth2'})
2017-01-06 01:09:06,932 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (12,13, {'src_port': 3, 'dst_name': 's3-eth2', 'weight': 399.949, 'bw': 10, 'dst_port': 2, 'src_name': 's2-eth3'})
2017-01-06 01:09:06,938 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (12,22, {'src_port': 4, 'dst_name': 'l2-eth2', 'weight': 428.84325000000007, 'bw': 10, 'dst_port': 2, 'src_name': 's2-eth4'})
2017-01-06 01:09:06,939 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (13,24, {'src_port': 4, 'dst_name': 'l4-eth2', 'weight': 345.2780833333334, 'bw': 10, 'dst_port': 2, 'src_name': 's3-eth4'})
2017-01-06 01:09:06,939 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (13,1, {'src_port': 3, 'dst_name': 's3-eth1', 'weight': 320.5143333333334, 'bw': 10, 'dst_port': 1, 'src_name': 'b1-eth3'})
2017-01-06 01:09:06,940 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (13,12, {'src_port': 3, 'dst_name': 's3-eth2', 'weight': 399.949, 'bw': 10, 'dst_port': 2, 'src_name': 's2-eth3'})
2017-01-06 01:09:06,941 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (13,23, {'src_port': 3, 'dst_name': 'l3-eth1', 'weight': 417.4380833333334, 'bw': 10, 'dst_port': 1, 'src_name': 's3-eth3'})
2017-01-06 01:09:06,942 - DEBUG - WEIGHTED_TOPOLOGY FINAL: ('00:00:00:00:02:01',23, {'end_host': True, 'src_port': 4, 'weight': 0, 'ip': '10.2.0.1', 'bw': 10, 'dst_port': 4, 'src_dpid': '00:00:00:00:02:01', 'dst_dpid': 23})
2017-01-06 01:09:06,947 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (21,'00:00:00:00:01:01', {'end_host': True, 'bw': 10, 'src_port': 3, 'dst_port': 3, 'weight': 0, 'src_dpid': 21, 'dst_dpid': '00:00:00:00:01:01'})
2017-01-06 01:09:06,948 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (21,'00:00:00:00:01:02', {'end_host': True, 'bw': 10, 'src_port': 4, 'dst_port': 4, 'weight': 0, 'src_dpid': 21, 'dst_dpid': '00:00:00:00:01:02'})
2017-01-06 01:09:06,949 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (21,11, {'src_port': 1, 'dst_name': 's1-eth3', 'weight': 401.91616666666675, 'bw': 10, 'dst_port': 3, 'src_name': 'l1-eth1'})
2017-01-06 01:09:06,949 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (21,22, {'src_port': 2, 'dst_name': 'l2-eth3', 'weight': 470.7092500000001, 'bw': 10, 'dst_port': 3, 'src_name': 'l1-eth2'})
2017-01-06 01:09:06,950 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (22,11, {'src_port': 1, 'dst_name': 's1-eth4', 'weight': 393.5919166666667, 'bw': 10, 'dst_port': 4, 'src_name': 'l2-eth1'})
2017-01-06 01:09:06,951 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (22,12, {'src_port': 4, 'dst_name': 'l2-eth2', 'weight': 428.84325000000007, 'bw': 10, 'dst_port': 2, 'src_name': 's2-eth4'})
2017-01-06 01:09:06,956 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (22,21, {'src_port': 3, 'dst_name': 'l1-eth2', 'weight': 470.7092500000001, 'bw': 10, 'dst_port': 2, 'src_name': 'l2-eth3'})
2017-01-06 01:09:06,956 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (22,23, {'src_port': 4, 'dst_name': 'l3-eth2', 'weight': 446.3323333333334, 'bw': 10, 'dst_port': 2, 'src_name': 'l2-eth4'})
2017-01-06 01:09:06,957 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (23,24, {'src_port': 3, 'dst_name': 'l3-eth3', 'weight': 358.1196666666667, 'bw': 10, 'dst_port': 3, 'src_name': 'l4-eth3'})
2017-01-06 01:09:06,959 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (23,'00:00:00:00:02:01', {'end_host': True, 'bw': 10, 'src_port': 4, 'dst_port': 4, 'weight': 0, 'src_dpid': 23, 'dst_dpid': '00:00:00:00:02:01'})
2017-01-06 01:09:06,959 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (23,13, {'src_port': 3, 'dst_name': 'l3-eth1', 'weight': 417.4380833333334, 'bw': 10, 'dst_port': 1, 'src_name': 's3-eth3'})
2017-01-06 01:09:06,960 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (23,22, {'src_port': 2, 'dst_name': 'l2-eth4', 'weight': 446.3323333333334, 'bw': 10, 'dst_port': 4, 'src_name': 'l3-eth2'})
2017-01-06 01:09:06,960 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (23,'00:00:00:00:02:02', {'end_host': True, 'bw': 10, 'src_port': 5, 'dst_port': 5, 'weight': 0, 'src_dpid': 23, 'dst_dpid': '00:00:00:00:02:02'})
2017-01-06 01:09:06,962 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (24,12, {'src_port': 5, 'dst_name': 'l4-eth1', 'weight': 340.6305833333334, 'bw': 10, 'dst_port': 1, 'src_name': 's2-eth5'})
2017-01-06 01:09:06,969 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (24,13, {'src_port': 2, 'dst_name': 's3-eth4', 'weight': 345.2780833333334, 'bw': 10, 'dst_port': 4, 'src_name': 'l4-eth2'})
2017-01-06 01:09:06,973 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (24,23, {'src_port': 3, 'dst_name': 'l3-eth3', 'weight': 358.1196666666667, 'bw': 10, 'dst_port': 3, 'src_name': 'l4-eth3'})
2017-01-06 01:09:06,975 - DEBUG - WEIGHTED_TOPOLOGY FINAL: ('00:00:00:00:01:01',21, {'end_host': True, 'src_port': 3, 'weight': 0, 'ip': '10.1.0.1', 'bw': 10, 'dst_port': 3, 'src_dpid': '00:00:00:00:01:01', 'dst_dpid': 21})
2017-01-06 01:09:06,977 - DEBUG - WEIGHTED_TOPOLOGY FINAL: ('00:00:00:00:01:02',21, {'end_host': True, 'src_port': 4, 'weight': 0, 'ip': '10.1.0.2', 'bw': 10, 'dst_port': 4, 'src_dpid': '00:00:00:00:01:02', 'dst_dpid': 21})
2017-01-06 01:09:06,979 - DEBUG - WEIGHTED_TOPOLOGY FINAL: ('00:00:00:00:02:02',23, {'end_host': True, 'src_port': 5, 'weight': 0, 'ip': '10.2.0.2', 'bw': 10, 'dst_port': 5, 'src_dpid': '00:00:00:00:02:02', 'dst_dpid': 23})
2017-01-06 01:09:06,981 - DEBUG - WEIGHTED_ROUTING disabled
2017-01-06 01:09:19,176 - DEBUG - FETCH_ALL_METRICS : About to fetch remote metrics, time_of_last_fetch = 1483664959176
2017-01-06 01:09:19,183 - DEBUG - FETCH_NFM_METRICS: -----> EMPTY - nfm_metrics_data  = [[u'link_utilization', {}], [u'packet_dropped', {}]] 
2017-01-06 01:09:19,183 - ERROR - FETCH_NFM_METRICS : Empty NFM data read, key value, either or both of link_util or packet_drop is empty. DM,DB running but blank data served.
2017-01-06 01:09:19,183 - ERROR - FETCH_NFM_METRICS : nfm_metrics_data = [[u'link_utilization', {}], [u'packet_dropped', {}]]
2017-01-06 01:09:19,183 - DEBUG - FETCH_NFM_METRICS: HTTP GET RESULT - nfm_metrics_data  = False 
