2017-01-06 03:40:02,239 - INFO - Initializing cpmlogger.
2017-01-06 03:40:02,240 - INFO - BOOTSTRAP, type = 1 , host_count = 4
2017-01-06 03:40:05,652 - INFO - ________________ ALL_TOPOLOGY_PRINT begin  : 'At start: Initializing topology'________
2017-01-06 03:40:05,652 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (1,11, {'bw': 10, 'src_port': 1, 'dst_name': 's1-eth1', 'weight': 0, 'src_name': 'b1-eth1', 'dst_port': 1})
2017-01-06 03:41:14,196 - DEBUG - CALC_NFM_WEIGHT, src_node = u'22' , dst_node = u'21', nfm_total_link_weight =  0
2017-01-06 03:41:14,196 - DEBUG - CALC_RPM_WEIGHT, src_node = u'22' , dst_node = u'21', total_rpm_weight =  164.81529166666667
2017-01-06 03:41:14,197 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 22, dst_node = 21
2017-01-06 03:41:14,197 - INFO - UPDATE_GRAPH , src_dpid = 22, dst_dpid = 21, weight = 164.81529166666667
2017-01-06 03:41:14,197 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 03:41:14,197 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[22][21]['weight'] = 164.81529166666667
2017-01-06 03:41:14,197 - DEBUG - CALC_NFM_WEIGHT, src_node = u'22' , dst_node = u'23', nfm_total_link_weight =  0
2017-01-06 03:41:14,197 - DEBUG - CALC_RPM_WEIGHT, src_node = u'22' , dst_node = u'23', total_rpm_weight =  172.23845833333334
2017-01-06 03:41:14,198 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 22, dst_node = 23
2017-01-06 03:41:14,198 - INFO - UPDATE_GRAPH , src_dpid = 22, dst_dpid = 23, weight = 172.23845833333334
2017-01-06 03:41:14,198 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 03:41:14,198 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[22][23]['weight'] = 172.23845833333334
2017-01-06 03:41:14,198 - DEBUG - CALC_NFM_WEIGHT, src_node = u'23' , dst_node = u'24', nfm_total_link_weight =  0
2017-01-06 03:41:14,198 - DEBUG - CALC_RPM_WEIGHT, src_node = u'23' , dst_node = u'24', total_rpm_weight =  142.8757916666667
2017-01-06 03:41:14,199 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 23, dst_node = 24
2017-01-06 03:41:14,199 - INFO - UPDATE_GRAPH , src_dpid = 23, dst_dpid = 24, weight = 142.8757916666667
2017-01-06 03:41:14,199 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 03:41:14,199 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[23][24]['weight'] = 142.8757916666667
2017-01-06 03:41:14,199 - DEBUG - CALC_NFM_WEIGHT, src_node = u'23' , dst_node = u'13', nfm_total_link_weight =  0
2017-01-06 03:41:14,200 - DEBUG - CALC_RPM_WEIGHT, src_node = u'23' , dst_node = u'13', total_rpm_weight =  174.88441666666668
2017-01-06 03:41:14,200 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 23, dst_node = 13
2017-01-06 03:41:14,200 - INFO - UPDATE_GRAPH , src_dpid = 23, dst_dpid = 13, weight = 174.88441666666668
2017-01-06 03:41:14,200 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 03:41:14,200 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[23][13]['weight'] = 174.88441666666668
2017-01-06 03:41:14,200 - DEBUG - CALC_NFM_WEIGHT, src_node = u'23' , dst_node = u'22', nfm_total_link_weight =  0
2017-01-06 03:41:14,200 - DEBUG - CALC_RPM_WEIGHT, src_node = u'23' , dst_node = u'22', total_rpm_weight =  172.23845833333334
2017-01-06 03:41:14,201 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 23, dst_node = 22
2017-01-06 03:41:14,201 - INFO - UPDATE_GRAPH , src_dpid = 23, dst_dpid = 22, weight = 172.23845833333334
2017-01-06 03:41:14,201 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 03:41:14,201 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[23][22]['weight'] = 172.23845833333334
2017-01-06 03:41:14,201 - DEBUG - CALC_NFM_WEIGHT, src_node = u'24' , dst_node = u'12', nfm_total_link_weight =  0
2017-01-06 03:41:14,201 - DEBUG - CALC_RPM_WEIGHT, src_node = u'24' , dst_node = u'12', total_rpm_weight =  133.51525
2017-01-06 03:41:14,202 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 24, dst_node = 12
2017-01-06 03:41:14,202 - INFO - UPDATE_GRAPH , src_dpid = 24, dst_dpid = 12, weight = 133.51525
2017-01-06 03:41:14,202 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 03:41:14,202 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[24][12]['weight'] = 133.51525
2017-01-06 03:41:14,202 - DEBUG - CALC_NFM_WEIGHT, src_node = u'24' , dst_node = u'13', nfm_total_link_weight =  0
2017-01-06 03:41:14,202 - DEBUG - CALC_RPM_WEIGHT, src_node = u'24' , dst_node = u'13', total_rpm_weight =  137.11545833333335
2017-01-06 03:41:14,203 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 24, dst_node = 13
2017-01-06 03:41:14,203 - INFO - UPDATE_GRAPH , src_dpid = 24, dst_dpid = 13, weight = 137.11545833333335
2017-01-06 03:41:14,203 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 03:41:14,203 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[24][13]['weight'] = 137.11545833333335
2017-01-06 03:41:14,203 - DEBUG - CALC_NFM_WEIGHT, src_node = u'24' , dst_node = u'23', nfm_total_link_weight =  0
2017-01-06 03:41:14,203 - DEBUG - CALC_RPM_WEIGHT, src_node = u'24' , dst_node = u'23', total_rpm_weight =  142.8757916666667
2017-01-06 03:41:14,204 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 24, dst_node = 23
2017-01-06 03:41:14,204 - INFO - UPDATE_GRAPH , src_dpid = 24, dst_dpid = 23, weight = 142.8757916666667
2017-01-06 03:41:14,204 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 03:41:14,204 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[24][23]['weight'] = 142.8757916666667
2017-01-06 03:41:14,204 - INFO - ________________ ALL_TOPOLOGY_PRINT begin  : 'After WEIGHT_ADDED_TO_TOPOLOGY'________
2017-01-06 03:41:14,205 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (1,11, {'src_port': 1, 'dst_name': 's1-eth1', 'weight': 160.19758333333334, 'bw': 10, 'dst_port': 1, 'src_name': 'b1-eth1'})
2017-01-06 03:41:14,205 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (1,12, {'src_port': 2, 'dst_name': 's2-eth1', 'weight': 161.01158333333333, 'bw': 10, 'dst_port': 1, 'src_name': 'b1-eth2'})
2017-01-06 03:41:14,206 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (1,13, {'src_port': 3, 'dst_name': 's3-eth1', 'weight': 164.61179166666668, 'bw': 10, 'dst_port': 1, 'src_name': 'b1-eth3'})
2017-01-06 03:41:14,206 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (11,1, {'src_port': 1, 'dst_name': 'b1-eth1', 'weight': 160.19758333333334, 'bw': 10, 'dst_port': 1, 'src_name': 's1-eth1'})
2017-01-06 03:41:14,206 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (11,12, {'src_port': 2, 'dst_name': 's2-eth2', 'weight': 161.10966666666667, 'bw': 10, 'dst_port': 2, 'src_name': 's1-eth2'})
2017-01-06 03:41:14,206 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (11,21, {'src_port': 3, 'dst_name': 'l1-eth1', 'weight': 163.04704166666667, 'bw': 10, 'dst_port': 1, 'src_name': 's1-eth3'})
2017-01-06 03:41:14,206 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (11,22, {'src_port': 4, 'dst_name': 'l2-eth1', 'weight': 162.06391666666667, 'bw': 10, 'dst_port': 1, 'src_name': 's1-eth4'})
2017-01-06 03:41:14,207 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (12,24, {'src_port': 5, 'dst_name': 'l4-eth1', 'weight': 133.51525, 'bw': 10, 'dst_port': 1, 'src_name': 's2-eth5'})
2017-01-06 03:41:14,207 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (12,1, {'src_port': 1, 'dst_name': 'b1-eth2', 'weight': 161.01158333333333, 'bw': 10, 'dst_port': 2, 'src_name': 's2-eth1'})
2017-01-06 03:41:14,207 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (12,11, {'src_port': 2, 'dst_name': 's1-eth2', 'weight': 161.10966666666667, 'bw': 10, 'dst_port': 2, 'src_name': 's2-eth2'})
2017-01-06 03:41:14,207 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (12,13, {'src_port': 3, 'dst_name': 's3-eth2', 'weight': 165.52387500000003, 'bw': 10, 'dst_port': 2, 'src_name': 's2-eth3'})
2017-01-06 03:41:14,207 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (12,22, {'src_port': 4, 'dst_name': 'l2-eth2', 'weight': 162.8779166666667, 'bw': 10, 'dst_port': 2, 'src_name': 's2-eth4'})
2017-01-06 03:41:14,207 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (13,24, {'src_port': 4, 'dst_name': 'l4-eth2', 'weight': 137.11545833333335, 'bw': 10, 'dst_port': 2, 'src_name': 's3-eth4'})
2017-01-06 03:41:14,208 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (13,1, {'src_port': 1, 'dst_name': 'b1-eth3', 'weight': 164.61179166666668, 'bw': 10, 'dst_port': 3, 'src_name': 's3-eth1'})
2017-01-06 03:41:14,208 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (13,12, {'src_port': 2, 'dst_name': 's2-eth3', 'weight': 165.52387500000003, 'bw': 10, 'dst_port': 3, 'src_name': 's3-eth2'})
2017-01-06 03:41:14,208 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (13,23, {'src_port': 3, 'dst_name': 'l3-eth1', 'weight': 174.88441666666668, 'bw': 10, 'dst_port': 1, 'src_name': 's3-eth3'})
2017-01-06 03:41:14,208 - DEBUG - WEIGHTED_TOPOLOGY FINAL: ('00:00:00:00:02:01',23, {'end_host': True, 'src_port': 4, 'weight': 0, 'ip': '10.2.0.1', 'bw': 10, 'dst_port': 4, 'src_dpid': '00:00:00:00:02:01', 'dst_dpid': 23})
2017-01-06 03:41:14,208 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (21,'00:00:00:00:01:01', {'end_host': True, 'bw': 10, 'src_port': 3, 'dst_port': 3, 'weight': 0, 'src_dpid': 21, 'dst_dpid': '00:00:00:00:01:01'})
2017-01-06 03:41:14,208 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (21,'00:00:00:00:01:02', {'end_host': True, 'bw': 10, 'src_port': 4, 'dst_port': 4, 'weight': 0, 'src_dpid': 21, 'dst_dpid': '00:00:00:00:01:02'})
2017-01-06 03:41:14,208 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (21,11, {'src_port': 1, 'dst_name': 's1-eth3', 'weight': 163.04704166666667, 'bw': 10, 'dst_port': 3, 'src_name': 'l1-eth1'})
2017-01-06 03:41:14,209 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (21,22, {'src_port': 2, 'dst_name': 'l2-eth3', 'weight': 164.81529166666667, 'bw': 10, 'dst_port': 3, 'src_name': 'l1-eth2'})
2017-01-06 03:41:14,209 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (22,11, {'src_port': 1, 'dst_name': 's1-eth4', 'weight': 162.06391666666667, 'bw': 10, 'dst_port': 4, 'src_name': 'l2-eth1'})
2017-01-06 03:41:14,209 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (22,12, {'src_port': 2, 'dst_name': 's2-eth4', 'weight': 162.8779166666667, 'bw': 10, 'dst_port': 4, 'src_name': 'l2-eth2'})
2017-01-06 03:41:14,209 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (22,21, {'src_port': 3, 'dst_name': 'l1-eth2', 'weight': 164.81529166666667, 'bw': 10, 'dst_port': 2, 'src_name': 'l2-eth3'})
2017-01-06 03:41:14,209 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (22,23, {'src_port': 4, 'dst_name': 'l3-eth2', 'weight': 172.23845833333334, 'bw': 10, 'dst_port': 2, 'src_name': 'l2-eth4'})
2017-01-06 03:41:14,209 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (23,24, {'src_port': 3, 'dst_name': 'l4-eth3', 'weight': 142.8757916666667, 'bw': 10, 'dst_port': 3, 'src_name': 'l3-eth3'})
2017-01-06 03:41:14,209 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (23,'00:00:00:00:02:01', {'end_host': True, 'bw': 10, 'src_port': 4, 'dst_port': 4, 'weight': 0, 'src_dpid': 23, 'dst_dpid': '00:00:00:00:02:01'})
2017-01-06 03:41:14,209 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (23,13, {'src_port': 1, 'dst_name': 's3-eth3', 'weight': 174.88441666666668, 'bw': 10, 'dst_port': 3, 'src_name': 'l3-eth1'})
2017-01-06 03:41:14,210 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (23,22, {'src_port': 2, 'dst_name': 'l2-eth4', 'weight': 172.23845833333334, 'bw': 10, 'dst_port': 4, 'src_name': 'l3-eth2'})
2017-01-06 03:41:14,210 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (23,'00:00:00:00:02:02', {'end_host': True, 'bw': 10, 'src_port': 5, 'dst_port': 5, 'weight': 0, 'src_dpid': 23, 'dst_dpid': '00:00:00:00:02:02'})
2017-01-06 03:41:14,210 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (24,12, {'src_port': 1, 'dst_name': 's2-eth5', 'weight': 133.51525, 'bw': 10, 'dst_port': 5, 'src_name': 'l4-eth1'})
2017-01-06 03:41:14,210 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (24,13, {'src_port': 2, 'dst_name': 's3-eth4', 'weight': 137.11545833333335, 'bw': 10, 'dst_port': 4, 'src_name': 'l4-eth2'})
2017-01-06 03:41:14,210 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (24,23, {'src_port': 3, 'dst_name': 'l3-eth3', 'weight': 142.8757916666667, 'bw': 10, 'dst_port': 3, 'src_name': 'l4-eth3'})
2017-01-06 03:41:14,210 - DEBUG - WEIGHTED_TOPOLOGY FINAL: ('00:00:00:00:01:01',21, {'end_host': True, 'src_port': 3, 'weight': 0, 'ip': '10.1.0.1', 'bw': 10, 'dst_port': 3, 'src_dpid': '00:00:00:00:01:01', 'dst_dpid': 21})
2017-01-06 03:41:14,210 - DEBUG - WEIGHTED_TOPOLOGY FINAL: ('00:00:00:00:01:02',21, {'end_host': True, 'src_port': 4, 'weight': 0, 'ip': '10.1.0.2', 'bw': 10, 'dst_port': 4, 'src_dpid': '00:00:00:00:01:02', 'dst_dpid': 21})
2017-01-06 03:41:14,211 - DEBUG - WEIGHTED_TOPOLOGY FINAL: ('00:00:00:00:02:02',23, {'end_host': True, 'src_port': 5, 'weight': 0, 'ip': '10.2.0.2', 'bw': 10, 'dst_port': 5, 'src_dpid': '00:00:00:00:02:02', 'dst_dpid': 23})
2017-01-06 03:41:43,382 - DEBUG - FETCH_ALL_METRICS : About to fetch remote metrics, time_of_last_fetch = 1483674103383
2017-01-06 03:41:43,387 - DEBUG - FETCH_RPM_METRICS: -----> EMPTY - rpm_metrics_data  = [[u'latencies', {u'11': {u'25th_latency': 179.8, u'75th_latency': 331.8888888888889, u'median_latency': 258.77777777777777}, u'24': {u'25th_latency': 104.57777777777777, u'75th_latency': 184.26666666666668, u'median_latency': 149.6222222222222}, u'13': {u'25th_latency': 190.51111111111112, u'75th_latency': 357.0444444444445, u'median_latency': 263.46666666666664}, u'12': {u'25th_latency': 182.53333333333333, u'75th_latency': 343.97777777777776, u'median_latency': 290.37777777777774}, u'21': {u'25th_latency': 207.86666666666667, u'75th_latency': 313.82222222222225, u'median_latency': 252.22222222222223}, u'22': {u'25th_latency': 169.48888888888888, u'75th_latency': 336.55555555555554, u'median_latency': 269.20000000000005}, u'23': {u'25th_latency': 187.79999999999998, u'75th_latency': 360.5777777777778, u'median_latency': 287.1111111111111}, u'1': {u'25th_latency': 166.13333333333333, u'75th_latency': 274.17777777777775, u'median_latency': 226.88888888888889}}]] 
2017-01-06 03:41:43,387 - DEBUG - FETCH_RPM_METRICS: HTTP GET RESULT - rpm_metrics_data  = [[u'latencies', {u'11': {u'25th_latency': 179.8, u'75th_latency': 331.8888888888889, u'median_latency': 258.77777777777777}, u'24': {u'25th_latency': 104.57777777777777, u'75th_latency': 184.26666666666668, u'median_latency': 149.6222222222222}, u'13': {u'25th_latency': 190.51111111111112, u'75th_latency': 357.0444444444445, u'median_latency': 263.46666666666664}, u'12': {u'25th_latency': 182.53333333333333, u'75th_latency': 343.97777777777776, u'median_latency': 290.37777777777774}, u'21': {u'25th_latency': 207.86666666666667, u'75th_latency': 313.82222222222225, u'median_latency': 252.22222222222223}, u'22': {u'25th_latency': 169.48888888888888, u'75th_latency': 336.55555555555554, u'median_latency': 269.20000000000005}, u'23': {u'25th_latency': 187.79999999999998, u'75th_latency': 360.5777777777778, u'median_latency': 287.1111111111111}, u'1': {u'25th_latency': 166.13333333333333, u'75th_latency': 274.17777777777775, u'median_latency': 226.88888888888889}}]] 
2017-01-06 03:41:43,387 - DEBUG - CALC_NFM_WEIGHT, src_node = u'1' , dst_node = u'11', nfm_total_link_weight =  0
2017-01-06 03:41:43,388 - DEBUG - CALC_RPM_WEIGHT, src_node = u'1' , dst_node = u'11', total_rpm_weight =  158.675
2017-01-06 03:41:43,388 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 1, dst_node = 11
2017-01-06 03:41:43,388 - INFO - UPDATE_GRAPH , src_dpid = 1, dst_dpid = 11, weight = 158.675
2017-01-06 03:41:43,388 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 03:41:43,388 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[1][11]['weight'] = 158.675
2017-01-06 03:41:43,388 - DEBUG - CALC_NFM_WEIGHT, src_node = u'1' , dst_node = u'12', nfm_total_link_weight =  0
2017-01-06 03:41:43,388 - DEBUG - CALC_RPM_WEIGHT, src_node = u'1' , dst_node = u'12', total_rpm_weight =  165.11183333333332
2017-01-06 03:41:43,388 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 1, dst_node = 12
2017-01-06 03:41:43,388 - INFO - UPDATE_GRAPH , src_dpid = 1, dst_dpid = 12, weight = 165.11183333333332
2017-01-06 03:41:43,388 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 03:41:43,389 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[1][12]['weight'] = 165.11183333333332
2017-01-06 03:41:43,389 - DEBUG - CALC_NFM_WEIGHT, src_node = u'1' , dst_node = u'13', nfm_total_link_weight =  0
2017-01-06 03:41:43,389 - DEBUG - CALC_RPM_WEIGHT, src_node = u'1' , dst_node = u'13', total_rpm_weight =  162.4076666666667
2017-01-06 03:41:43,389 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 1, dst_node = 13
2017-01-06 03:41:43,389 - INFO - UPDATE_GRAPH , src_dpid = 1, dst_dpid = 13, weight = 162.4076666666667
2017-01-06 03:41:43,389 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 03:41:43,389 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[1][13]['weight'] = 162.4076666666667
2017-01-06 03:41:43,389 - DEBUG - CALC_NFM_WEIGHT, src_node = u'11' , dst_node = u'1', nfm_total_link_weight =  0
2017-01-06 03:41:43,389 - DEBUG - CALC_RPM_WEIGHT, src_node = u'11' , dst_node = u'1', total_rpm_weight =  158.675
2017-01-06 03:41:43,389 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 11, dst_node = 1
2017-01-06 03:41:43,389 - INFO - UPDATE_GRAPH , src_dpid = 11, dst_dpid = 1, weight = 158.675
2017-01-06 03:41:43,390 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 03:41:43,390 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[11][1]['weight'] = 158.675
2017-01-06 03:41:43,390 - DEBUG - CALC_NFM_WEIGHT, src_node = u'11' , dst_node = u'12', nfm_total_link_weight =  0
2017-01-06 03:41:43,390 - DEBUG - CALC_RPM_WEIGHT, src_node = u'11' , dst_node = u'12', total_rpm_weight =  176.26216666666667
2017-01-06 03:41:43,390 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 11, dst_node = 12
2017-01-06 03:41:43,390 - INFO - UPDATE_GRAPH , src_dpid = 11, dst_dpid = 12, weight = 176.26216666666667
2017-01-06 03:41:43,390 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 03:41:43,390 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[11][12]['weight'] = 176.26216666666667
2017-01-06 03:41:43,390 - DEBUG - CALC_NFM_WEIGHT, src_node = u'11' , dst_node = u'21', nfm_total_link_weight =  0
2017-01-06 03:41:43,390 - DEBUG - CALC_RPM_WEIGHT, src_node = u'11' , dst_node = u'21', total_rpm_weight =  169.56866666666667
2017-01-06 03:41:43,390 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 11, dst_node = 21
2017-01-06 03:41:43,391 - INFO - UPDATE_GRAPH , src_dpid = 11, dst_dpid = 21, weight = 169.56866666666667
2017-01-06 03:41:43,391 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 03:41:43,391 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[11][21]['weight'] = 169.56866666666667
2017-01-06 03:41:43,391 - DEBUG - CALC_NFM_WEIGHT, src_node = u'11' , dst_node = u'22', nfm_total_link_weight =  0
2017-01-06 03:41:43,391 - DEBUG - CALC_RPM_WEIGHT, src_node = u'11' , dst_node = u'22', total_rpm_weight =  171.07933333333335
2017-01-06 03:41:43,391 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 11, dst_node = 22
2017-01-06 03:41:43,391 - INFO - UPDATE_GRAPH , src_dpid = 11, dst_dpid = 22, weight = 171.07933333333335
2017-01-06 03:41:43,391 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 03:41:43,391 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[11][22]['weight'] = 171.07933333333335
2017-01-06 03:41:43,391 - DEBUG - CALC_NFM_WEIGHT, src_node = u'12' , dst_node = u'24', nfm_total_link_weight =  0
2017-01-06 03:41:43,392 - DEBUG - CALC_RPM_WEIGHT, src_node = u'12' , dst_node = u'24', total_rpm_weight =  139.86683333333332
2017-01-06 03:41:43,392 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 12, dst_node = 24
2017-01-06 03:41:43,392 - INFO - UPDATE_GRAPH , src_dpid = 12, dst_dpid = 24, weight = 139.86683333333332
2017-01-06 03:41:43,392 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 03:41:43,392 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[12][24]['weight'] = 139.86683333333332
2017-01-06 03:41:43,392 - DEBUG - CALC_NFM_WEIGHT, src_node = u'12' , dst_node = u'1', nfm_total_link_weight =  0
2017-01-06 03:41:43,393 - DEBUG - CALC_RPM_WEIGHT, src_node = u'12' , dst_node = u'1', total_rpm_weight =  165.11183333333332
2017-01-06 03:41:43,393 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 12, dst_node = 1
2017-01-06 03:41:43,393 - INFO - UPDATE_GRAPH , src_dpid = 12, dst_dpid = 1, weight = 165.11183333333332
2017-01-06 03:41:43,393 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 03:41:43,393 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[12][1]['weight'] = 165.11183333333332
2017-01-06 03:41:43,393 - DEBUG - CALC_NFM_WEIGHT, src_node = u'12' , dst_node = u'11', nfm_total_link_weight =  0
2017-01-06 03:41:43,394 - DEBUG - CALC_RPM_WEIGHT, src_node = u'12' , dst_node = u'11', total_rpm_weight =  176.26216666666667
2017-01-06 03:41:43,394 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 12, dst_node = 11
2017-01-06 03:41:43,394 - INFO - UPDATE_GRAPH , src_dpid = 12, dst_dpid = 11, weight = 176.26216666666667
2017-01-06 03:41:43,394 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 03:41:43,394 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[12][11]['weight'] = 176.26216666666667
2017-01-06 03:41:43,396 - DEBUG - CALC_NFM_WEIGHT, src_node = u'12' , dst_node = u'13', nfm_total_link_weight =  0
2017-01-06 03:41:43,396 - DEBUG - CALC_RPM_WEIGHT, src_node = u'12' , dst_node = u'13', total_rpm_weight =  179.99483333333333
2017-01-06 03:41:43,397 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 12, dst_node = 13
2017-01-06 03:41:43,397 - INFO - UPDATE_GRAPH , src_dpid = 12, dst_dpid = 13, weight = 179.99483333333333
2017-01-06 03:41:43,397 - DEBUG - UPDATE_GRAPH src_dpid type  =<type 'int'> and dst_dpid type = <type 'int'> and key = 'weight' and type of key = <type 'str'> 
2017-01-06 03:41:43,397 - DEBUG - UPDATE_GRAPH Assigned value self.net.edge[12][13]['weight'] = 179.99483333333333
2017-01-06 03:41:43,397 - DEBUG - CALC_NFM_WEIGHT, src_node = u'12' , dst_node = u'22', nfm_total_link_weight =  0
2017-01-06 03:41:43,397 - DEBUG - CALC_RPM_WEIGHT, src_node = u'12' , dst_node = u'22', total_rpm_weight =  177.51616666666663
2017-01-06 03:41:43,397 - DEBUG - FETCH_ALL: about to call update_graph with src_node = 12, dst_node = 22
2017-01-06 03:41:43,397 - INFO - UPDATE_GRAPH , src_dpid = 12, dst_dpid = 22, weight = 177.51616666666663
